eccn_no,part_id,iso_language,beg_eff_dt,last_update_dt,parent_id,end_eff_dt,eccn_desc,iso_country,unit,notes,AT
0B617.a             ,US_ECCN_0B617A,EN,11/14/2013,3/17/2014,US_ECCN_0B617,1/1/2050,"a . Test, inspection, and production ""equipment"" not controlled by USML Category XIII(k) ""specially designed"" for the ""production,"" ""development,"" repair, overhaul, or refurbishing of commodities enumerated or otherwise described in ECCN 0A617, (except for 0A617.y) or USML Category XIII, and ""parts,"" ""components,"" ""accessories,"" and ""attachments"" ""specially designed"" therefor.",US,,"Note: Field engineer equipment ""specially designed'' for use in a combat zone, identified in the Wassenaar Arrangement Munitions List 17.d, and mobile repair shops ""specially designed'' or modified to service military equipment, identified in Wassenaar Arrangement Munitions List 17.j, are controlled by 0B617 to the extent that the items are not included in USML Category XIII(k).",
0B986               ,US_ECCN_0B986,EN,1/1/1980,9/10/2012,US_ECCN_0B,1/1/2050,"Equipment ""specially designed"" for manufacturing shotgun shells; and ammunition hand-loading equipment for both cartridges and shotgun shells.",US,$ Value,,applies to entire entry. A license is required for items controlled by this entry to North Korea for anti-terrorism reasons. The Commerce Country Chart is not designed to determine AT licensing requirements for this entry. See Sec.   742.19 of the EAR for additional information.
0B999               ,US_ECCN_0B999,EN,1/1/1980,11/13/2006,US_ECCN_0B,1/1/2050,"Specific Processing Equipment, as Follows (See List of Items Controlled).",US,$ Value,,applies to entire entry. A license is required for items controlled by this entry to North Korea for anti-terrorism reasons. The Commerce Country Chart is not designed to determine AT license requirements for this entry. See Sec. 742.19 of the EAR for additional information. 
0B999.a             ,US_ECCN_0B999A,EN,1/1/1980,3/13/2006,US_ECCN_0B999,1/1/2050,a. Hot cells;,US,n/a,,applies to entire entry. A license is required for items controlled by this entry to North Korea for anti-terrorism reasons. The Commerce Country Chart is not designed to determine AT license requirements for this entry. See Sec. 742.19 of the EAR for additional information. 
0B999.b             ,US_ECCN_0B999B,EN,1/1/1980,3/13/2006,US_ECCN_0B999,1/1/2050,b. Glove boxes suitable for use with radioactive materials.,US,$ Value,,applies to entire entry. A license is required for items controlled by this entry to North Korea for anti-terrorism reasons. The Commerce Country Chart is not designed to determine AT license requirements for this entry. See Sec. 742.19 of the EAR for additional information. 
0C                  ,US_ECCN_0C,EN,1/1/1980,1/1/1980,US_ECCN_0,1/1/2050,Materials,US,,,
0C521               ,US_ECCN_0C521,EN,4/19/2012,4/19/2012,US_ECCN_0C,1/1/2050,"Any material subject to the EAR that is not listed elsewhere in the CCL, but which is controlled for export because it provides at least a significant military or intelligence advantage to the United States or for foreign policy reasons.",US,n/a,,
0C606               ,US_ECCN_0C606,EN,11/14/2013,3/17/2014,US_ECCN_0C,1/1/2050,"Materials ""specially designed"" for commodities controlled by ECCN 0A606 not elsewhere specified in the USML (see List of Items Controlled).",US,,,
0C606.a             ,US_ECCN_0C606A,EN,11/14/2013,3/17/2014,US_ECCN_0C606,1/1/2050,"Materials ""specially designed"" for commodities enumerated or otherwise described in ECCN 0A606 (other than 0A606.b or 0A606.y) or USML Category VII, not elsewhere specified in the USML or the CCL.",US,,"Materials ""specially designed'' for both ground vehicles enumerated or otherwise described in USML Category VII and ground vehicles enumerated or otherwise described in ECCN 0A606 are subject to the controls of this ECCN unless identified in USML Category VII(g) as being subject to the controls of that paragraph.",
0C617               ,US_ECCN_0C617,EN,11/14/2013,11/14/2013,US_ECCN_0C,1/1/2050,"Miscellaneous Materials ""Specially Designed"" for Military Use (see List of Items Controlled).",US,,,
0C617.a             ,US_ECCN_0C617A,EN,11/14/2013,11/14/2013,US_ECCN_0C617,1/1/2050,"a. Materials, coatings and treatments for signature suppression, ""specially designed"" for military use to reduce detectability or observability and that are not controlled by USML Category XIII or ECCNs 1C001 or 1C101.",US,,,
0D                  ,US_ECCN_0D,EN,1/1/1980,1/1/1980,US_ECCN_0,1/1/2050,Software,US,,,
0D001               ,US_ECCN_0D001,EN,1/1/1980,7/11/2014,US_ECCN_0D,1/1/2050,"Software ""specially designed"" or modified for the ""development,"" ""production,"" or ""use"" of commodities described in 0A002. (These items are ""subject to the ITAR."" See 22 CFR parts 120 through 130.)  Heading",US,n/a,"Note: Certain ""software"" for the ""development,"" ""production,"" or ""use"" of nuclear related commodities is subject to the export licensing authority of the Nuclear Regulatory Commission (see 10 CFR part 110).",
0D604.a             ,US_ECCN_0D604A,EN,3/18/2014,3/25/2014,US_ECCN_0D604,1/1/2050,"a. ""Software"" ""specially designed"" for the ""development,"" ""production,"" operation, or maintenance of commodities controlled by ECCN 0A604 or 0B604.",US,n/a,,
0D606               ,US_ECCN_0D606,EN,11/14/2013,4/3/2018,US_ECCN_0D,1/1/2050,"Software ""specially designed"" for the ""development,"" ""production,"" operation, or maintenance of ground vehicles and related commodities controlled by 0A606, 0B606, or 0C606 (see List of Items Controlled).",US,,,
0D606.a             ,US_ECCN_0D606A,EN,11/14/2013,4/3/2018,US_ECCN_0D606,1/1/2050,"a. Software specially designed for the development, production, operation, or maintenance of commodities controlled by ECCNs 0A606 (except for ECCNs 0A606.b or 0A606.y), 0B606, or 0C606.",US,,,
0D606.y             ,US_ECCN_0D606Y,EN,11/14/2013,4/3/2018,US_ECCN_0D606,1/1/2050,"y. Specific software specially designed for the production, development, operation, or maintenance of commodities described in ECCN 0A606.y.",US,,,
0D614               ,US_ECCN_0D614,EN,3/18/2014,9/11/2014,US_ECCN_0D,1/1/2050,"Software related to military training ""equipment,"" as follows (see List of Items Controlled).",US,n/a,,
0D614.a             ,US_ECCN_0D614A,EN,3/18/2014,9/8/2016,US_ECCN_0D614,1/1/2050,"a. ""Software"" ""specially designed"" for the ""development,"" ""production,"" operation, or maintenance of commodities controlled by ECCNs 0A614 or 0B614.",US,n/a,,
0D617               ,US_ECCN_0D617,EN,11/14/2013,11/14/2013,US_ECCN_0D,1/1/2050,"Software ""specially designed"" for the ""development,"" ""production,"" operation, or maintenance of commodities controlled by 0A617, ""equipment"" controlled by 0B617, or materials controlled by 0C617 (see List of Items Controlled)",US,,,
0D617.a             ,US_ECCN_0D617A,EN,11/14/2013,11/14/2013,US_ECCN_0D617,1/1/2050,"a.""Software"" (other than ""software"" controlled in paragraph .y of this entry) ""specially designed"" for the ""development,"" ""production,"" operation or maintenance of commodities controlled by ECCNs 0A617 (except 0A617.y), 0B617, or 0C617.",US,,,
0D617.y             ,US_ECCN_0D617Y,EN,11/14/2013,11/14/2013,US_ECCN_0D617,1/1/2050,"y. Specific ""software"" ""specially designed"" for the ""production,"" ""development,"" operation or maintenance of commodities controlled by ECCN 0A617.y.",US,,,
0D999               ,US_ECCN_0D999,EN,1/1/1980,11/13/2006,US_ECCN_0D,1/1/2050,"Specific Software, as Follows (See List of Items Controlled).",US,$ Value,,applies to entire entry. A license is required for items controlled by this entry to North Korea for anti-terrorism reasons. The Commerce Country Chart is not designed to determine AT license requirements for this entry. See Sec. 742.19 of the EAR for additional information. 
0D999.a             ,US_ECCN_0D999A,EN,1/1/1980,7/3/2008,US_ECCN_0D999,1/1/2050,a. Software for neutronic calculations/modeling;,US,$ Value,,applies to entire entry. A license is required for items controlled by this entry to North Korea for anti-terrorism reasons. The Commerce Country Chart is not designed to determine AT license requirements for this entry. See Sec. 742.19 of the EAR for additional information. 
0D999.b             ,US_ECCN_0D999B,EN,1/1/1980,7/3/2008,US_ECCN_0D999,1/1/2050,b. Software for radiation transport calculations/modeling;,US,$ Value,,applies to entire entry. A license is required for items controlled by this entry to North Korea for anti-terrorism reasons. The Commerce Country Chart is not designed to determine AT license requirements for this entry. See Sec. 742.19 of the EAR for additional information. 
0D999.c             ,US_ECCN_0D999C,EN,1/1/1980,7/3/2008,US_ECCN_0D999,1/1/2050,c. Software for hydrodynamic calculations/modeling.,US,$ Value,,applies to entire entry. A license is required for items controlled by this entry to North Korea for anti-terrorism reasons. The Commerce Country Chart is not designed to determine AT license requirements for this entry. See Sec. 742.19 of the EAR for additional information. 
0E                  ,US_ECCN_0E,EN,1/1/1980,1/1/1980,US_ECCN_0,1/1/2050,Technology,US,,,
0.00E+00,US_ECCN_0E001,EN,1/1/1980,7/11/2014,US_ECCN_0E,1/1/2050,"Technology, according to the Nuclear Technology Note, for the ""development,"" ""production,"" or ""use"" of items described in 0A002, or 0D001.  Heading",US,n/a,"Note: ""Technology"" for certain items subject to the export licensing authority of the Nuclear Regulatory Commission (see 10 CFR part 110) is subject to the export licensing authority of the Department of Energy (see 10 CFR part 810).",
0.00E+00,US_ECCN_0E018,EN,1/1/1980,7/11/2014,US_ECCN_0E,1/1/2050,"Technology for the ""development"", ""production"", or ""use"" of items controlled by 0A018.  ",US,n/a,"Note: This ECCN no longer controls ""technology"" for items formerly controlled by 0A018.a. See ECCN 0A617.y.1 and.y.1.a for items formerly controlled by 0A018.a and see the ""technology"" controls for those items in ECCN 0E617.y.",
0E521               ,US_ECCN_0E521,EN,4/19/2012,4/19/2012,US_ECCN_0E,1/1/2050,"Any technology subject to the EAR that is not listed elsewhere in the CCL, but which is controlled for export because it provides at least a significant military or intelligence advantage to the United States or for foreign policy reasons.",US,n/a,,
0E604               ,US_ECCN_0E604,EN,3/18/2014,7/11/2014,US_ECCN_0E,1/1/2050,"Technology ""required"" for the ""development,"" ""production,"" operation, installation, maintenance, repair, overhaul, or refurbishing of commodities controlled by ECCN 0A604 or 0B604, or ""software"" controlled by ECCN 0D604. (see List of Items Controlled).",US,n/a,,
0E604.a             ,US_ECCN_0E604A,EN,3/18/2014,3/25/2014,US_ECCN_0E604,1/1/2050,"a. ""Technology"" ""required"" for the ""development,"" ""production,"" operation, installation, maintenance, repair, overhaul, or refurbishing of commodities controlled by ECCN 0A604 or 0B604, or ""software"" controlled by ECCN 0D604.",US,n/a,,
0E606               ,US_ECCN_0E606,EN,11/14/2013,4/3/2018,US_ECCN_0E,1/1/2050,"Technology ""required"" for the ""development,"" ""production,"" operation, installation, maintenance, repair, overhaul, or refurbishing of ground vehicles and related commodities in 0A606, 0B606, 0C606, or software in 0D606 (see List of Items Controlled).",US,,,
0E606.a             ,US_ECCN_0E606A,EN,11/14/2013,4/3/2018,US_ECCN_0E606,1/1/2050,"a. Technology required for the development, production, operation, installation, maintenance, repair, overhaul, or refurbishing of commodities enumerated or otherwise described in ECCN 0A606 (except for ECCNs 0A606.b or 0A606.y), 0B606, or 0C606.",US,,,
0E606.y             ,US_ECCN_0E606Y,EN,11/14/2013,4/3/2018,US_ECCN_0E606,1/1/2050,"y. Specific technology required for the development, production, operation, installation, maintenance, repair, overhaul or refurbishing of commodities or software in ECCN 0A606.y or 0D606.y.",US,,,
0E614               ,US_ECCN_0E614,EN,3/18/2014,11/25/2014,US_ECCN_0E,1/1/2050,"Technology, as follows (see List of Items Controlled).",US,n/a,,
0E614.a             ,US_ECCN_0E614A,EN,3/18/2014,7/11/2014,US_ECCN_0E614,1/1/2050,"a. ""Technology"" ""required"" for the ""development,"" ""production,"" operation, installation, maintenance, repair, overhaul, or refurbishing of commodities or ""software"" controlled by ECCNs 0A614, 0B614, or 0D614.",US,n/a,,
0E617               ,US_ECCN_0E617,EN,11/14/2013,11/14/2013,US_ECCN_0E,1/1/2050,"Technology ""required"" for the ""development,"" ""production,"" operation, installation, maintenance, repair, overhaul, or refurbishing of commodities controlled by ECCN 0A617, ""equipment controlled by 0B617, or materials controlled by 0C617, or ""software"" controlled by ECCN 0D617 (see List of Items Controlled).",US,,,
0E617.a             ,US_ECCN_0E617A,EN,11/14/2013,11/14/2013,US_ECCN_0E617,1/1/2050,"a. ""Technology"" (other than ""technology"" controlled by paragraph .y of this entry) ""required"" for the ""development,"" ""production,"" operation, installation, maintenance, repair, overhaul, or refurbishing of commodities or ""software"" controlled by ECCN 0A617 (except 0A617.y), 0B617, 0C617, or 0D617 (except 0D617.y).",US,,,
0E617.y             ,US_ECCN_0E617Y,EN,11/14/2013,11/14/2013,US_ECCN_0E617,1/1/2050,"y. Specific ""technology"" ""required"" for the ""production,"" ""development,"" operation, installation, maintenance, repair, overhaul, or refurbishing of commodities controlled by ECCN 0A617.y or ""software"" controlled by 0D617.y.",US,,,
0E918               ,US_ECCN_0E918,EN,1/1/1980,9/10/2012,US_ECCN_0E,1/1/2050,"Technology"" for the ""Development"", ""Production"", or ""Use"" of Bayonets",US,n/a,,
0E982               ,US_ECCN_0E982,EN,1/1/1980,12/3/2007,US_ECCN_0E,1/1/2050,"Technology exclusively for the ""development"" or ""production"" of equipment controlled by 0A982 or 0A985.",US,n/a,,
0E984               ,US_ECCN_0E984,EN,1/1/1980,9/10/2012,US_ECCN_0E,1/1/2050,"Technology for the ""development"" or ""production"" of shotguns controlled by 0A984 and buckshot shotgun shells.",US,n/a,,
0E987               ,US_ECCN_0E987,EN,12/23/2016,12/23/2016,US_ECCN_0E,1/1/2050,"Technology ""required"" for the ""development,"" or ""production"" of commodities controlled by 0A987 that incorporate a focal plane array or image intensifier tube.",US,,,
1,US_ECCN_1,EN,1/1/1980,1/1/1980,0,1/1/2050,"Materials, Chemicals, ""Microorganisms,"" and Toxins",US,,,
1A                  ,US_ECCN_1A,EN,1/1/1980,1/1/1980,US_ECCN_1,1/1/2050,"Equipment, Assemblies, and Components",US,,,
1A001               ,US_ECCN_1A001,EN,1/1/1980,10/8/2016,US_ECCN_1A,1/1/2050,"Parts and ""components"" made from fluorinated compounds, as follows (see List of Items Controlled).",US,n/a,,
1A001.a             ,US_ECCN_1A001A,EN,1/1/1980,11/25/2014,US_ECCN_1A001,1/1/2050,"a. Seals, gaskets, sealants or fuel bladders, ""specially designed"" for ""aircraft"" or aerospace use, made from more than 50% by weight of any of the materials controlled by 1C009.b or 1C009.c;",US,n/a,,
1A002               ,US_ECCN_1A002,EN,1/1/1980,11/4/2018,US_ECCN_1A,1/1/2050,"Composite structures or laminates, as follows (see List of Items Controlled).",US,,"Note 1: 1A002 does not control composite structures or laminates made from epoxy resin impregnated carbon ""fibrous or filamentary materials,'' for the repair of ""civil aircraft'' structures or laminates, having all of the following:  a. An area not exceeding 1 m\2\; b. A length not exceeding 2.5 m; and c. A width exceeding 15 mm   Note 2: 1A002 does not control semi-finished items, specially designed for purely civilian applications as follows:  a. Sporting goods; b. Automotive industry; c. Machine tool industry; d. Medical applications.  Note 3: 1A002.b.1 does not apply to semi-finished items containing a maximum of two dimensions of interwoven filaments and specially designed for applications as follows:  a. Metal heat-treatment furnaces for tempering metals;  b. Silicon boule production equipment.  Note 4: 1A002 does not apply to finished items specially designed for a specific application.",
