eccn_no,part_id,iso_language,beg_eff_dt,last_update_dt,parent_id,end_eff_dt,eccn_desc,iso_country,unit,notes,AT,AT1,AT2,CB,CB1,CB2,CB3,CC,CC1,CC2,CC3,CW,EI,FC1,MT1,MT2,NP,NP1,NP2,NS1,NS2,RS,RS1,RS2,SI,SL,SS,UN,Z,AGR,APP,APR,AVS,BAG,CIV,ENC,GBS,GFT,GOV,KMI,LVS,RPL,STA,TMP,TSR,TSU
0B001.g.2           ,EU_ECCN_0B001G2,EN,1/1/1980,11/24/2020,EU_ECCN_0B001G,1/1/2050,"2. Liquid or vapour uranium metal handling systems specially designed or prepared for handling molten uranium, molten uranium alloys or uranium metal vapour for use in laser enrichment, and specially designed components therefor;",EU,,N.B.: SEE ALSO 2A225.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.g.3           ,EU_ECCN_0B001G3,EN,1/1/1980,11/24/2020,EU_ECCN_0B001G,1/1/2050,"3. Product and tails collector assemblies for uranium metal in liquid or solid form, made of or protected by materials resistant to the heat and corrosion of uranium metal vapour or liquid, such as yttria-coated graphite or tantalum;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.g.4           ,EU_ECCN_0B001G4,EN,1/1/1980,11/24/2020,EU_ECCN_0B001G,1/1/2050,"4. Separator module housings (cylindrical or rectangular vessels) for containing the uranium metalvapour source, the electron beam gun and the product and tails collectors;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.g.5           ,EU_ECCN_0B001G5,EN,1/1/1980,11/24/2020,EU_ECCN_0B001G,1/1/2050,5. &quot;Lasers&quot; or &quot;laser&quot; systems specially designed or prepared for the separation of uranium isotopes with a spectrum frequency stabilisation for operation over extended periods of time;,EU,,N.B.: SEE ALSO 6A005 AND 6A205.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.h             ,EU_ECCN_0B001H,EN,1/1/1980,11/24/2020,EU_ECCN_0B001,1/1/2050,"h. Equipment and components, specially designed or prepared for laser-based separation processes using molecular laser isotope separation, as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.h.1           ,EU_ECCN_0B001H1,EN,1/1/1980,11/24/2020,EU_ECCN_0B001H,1/1/2050,1. Supersonic expansion nozzles for cooling mixtures of UF6 and carrier gas to 150 K (– 123 °C) orless and made from ?materials resistant to corrosion by UF6?;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.h.2           ,EU_ECCN_0B001H2,EN,1/1/1980,11/24/2020,EU_ECCN_0B001H,1/1/2050,"2. Product or tails collector components or devices specially designed or prepared for collecting uranium material or uranium tails material following illumination with laser light, made of &quot;materials resistant to corrosion by UF6&quot;;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.h.3           ,EU_ECCN_0B001H3,EN,1/1/1980,11/24/2020,EU_ECCN_0B001H,1/1/2050,"3. Compressors made of or protected by ?materials resistant to corrosion by UF6?, and rotary shaftseals therefor;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.h.4           ,EU_ECCN_0B001H4,EN,1/1/1980,11/24/2020,EU_ECCN_0B001H,1/1/2050,4. Equipment for fluorinating UF5 (solid) to UF6 (gas);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.h.5           ,EU_ECCN_0B001H5,EN,1/1/1980,11/24/2020,EU_ECCN_0B001H,1/1/2050,"5. Process systems for separating UF6 from carrier gas (e.g. nitrogen, argon or other gas) including:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.h.5.a         ,EU_ECCN_0B001H5A,EN,1/1/1980,11/24/2020,EU_ECCN_0B001H5,1/1/2050,a. Cryogenic heat exchangers and cryoseparators capable of temperatures of 153 K (– 120 °C) orless;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.h.5.b         ,EU_ECCN_0B001H5B,EN,1/1/1980,11/24/2020,EU_ECCN_0B001H5,1/1/2050,b. Cryogenic refrigeration units capable of temperatures of 153 K (– 120 °C) or less;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.h.5.c         ,EU_ECCN_0B001H5C,EN,1/1/1980,11/24/2020,EU_ECCN_0B001H5,1/1/2050,c. UF6 cold traps capable of freezing out UF6;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.h.6           ,EU_ECCN_0B001H6,EN,1/1/1980,11/24/2020,EU_ECCN_0B001H,1/1/2050,6. &quot;Lasers&quot; or &quot;laser&quot; systems specially designed or prepared for the separation of uranium isotopes with a spectrum frequency stabilisation for operation over extended periods of time;,EU,,N.B.: SEE ALSO 6A005 AND 6A205.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.i             ,EU_ECCN_0B001I,EN,1/1/1980,11/24/2020,EU_ECCN_0B001,1/1/2050,"i. Equipment and components, specially designed or prepared for plasma separation process, as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.i.1           ,EU_ECCN_0B001I1,EN,1/1/1980,11/24/2020,EU_ECCN_0B001I,1/1/2050,"1. Microwave power sources and antennae for producing or accelerating ions, with an output frequency greater than 30 GHz and mean power output greater than 50 kW;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.i.2           ,EU_ECCN_0B001I2,EN,1/1/1980,11/24/2020,EU_ECCN_0B001I,1/1/2050,2. Radio frequency ion excitation coils for frequencies of more than 100 kHz and capable of handlingmore than 40 kW mean power;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.i.3           ,EU_ECCN_0B001I3,EN,1/1/1980,11/24/2020,EU_ECCN_0B001I,1/1/2050,3. Uranium plasma generation systems;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.i.5           ,EU_ECCN_0B001I5,EN,1/1/1980,11/24/2020,EU_ECCN_0B001I,1/1/2050,"5. Product and tails collector assemblies for uranium metal in solid form,made of or protected by materials resistant to the heat and corrosion of uranium vapour such as yttria-coated graphite or tantalum;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.i.6           ,EU_ECCN_0B001I6,EN,1/1/1980,11/24/2020,EU_ECCN_0B001I,1/1/2050,"6. Separator module housings (cylindrical) for containing the uranium plasma source, radio-frequency drive coil and the product and tails collectors and made of a suitable non-magnetic material (e.g.stainless steel);",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.j             ,EU_ECCN_0B001J,EN,1/1/1980,11/24/2020,EU_ECCN_0B001,1/1/2050,"j. Equipment and components, specially designed or prepared for electromagnetic separation process, as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.j.1           ,EU_ECCN_0B001J1,EN,1/1/1980,11/24/2020,EU_ECCN_0B001J,1/1/2050,"1. Ion sources, single or multiple, consisting of a vapour source, ioniser, and beam accelerator made of suitable non-magnetic materials (e.g. graphite, stainless steel, or copper) and capable of providing a total ion beam current of 50 mA or greater;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.j.2           ,EU_ECCN_0B001J2,EN,1/1/1980,11/24/2020,EU_ECCN_0B001J,1/1/2050,"2. Ion collector plates for collection of enriched or depleted uranium ion beams, consisting of two or more slits and pockets and made of suitable non-magnetic materials (e.g. graphite or stainless steel);",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.j.3           ,EU_ECCN_0B001J3,EN,1/1/1980,11/24/2020,EU_ECCN_0B001J,1/1/2050,"3. Vacuum housings for uranium electromagnetic separators made of non-magnetic materials (e.g.stainless steel) and designed to operate at pressures of 0,1 Pa or lower;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.j.4           ,EU_ECCN_0B001J4,EN,1/1/1980,11/24/2020,EU_ECCN_0B001J,1/1/2050,4. Magnet pole pieces with a diameter greater than 2 m;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.j.5           ,EU_ECCN_0B001J5,EN,1/1/1980,11/24/2020,EU_ECCN_0B001J,1/1/2050,"5. High voltage power supplies for ion sources, having all of the following characteristics: a. Capable of continuous operation; b. Output voltage of 20 000 V or greater; c. Output current of 1 A or greater; and d. Voltage regulation of better than 0,01 % over a period of 8 hours; ",EU,,N.B. -  SEE ALSO 3A227.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B001.j.6           ,EU_ECCN_0B001J6,EN,1/1/1980,11/24/2020,EU_ECCN_0B001J,1/1/2050,"6. Magnet power supplies (high power, direct current) having all of the following characteristics: a. Capable of continuous operation with a current output of 500 A or greater at a voltage of 100 V or greater; and b. Current or voltage regulation better than 0,01 % over a period of 8 hours. ",EU,,N.B. -  SEE ALSO 3A226.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B002               ,EU_ECCN_0B002,EN,1/1/1980,11/24/2020,EU_ECCN_0B,1/1/2050,"Specially designed or prepared auxiliary systems, equipment and components, as follows, for isotope separation plant specified in 0B001, made of or protected by ?materials resistant to corrosion by UF6?:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B002.a             ,EU_ECCN_0B002A,EN,1/1/1980,11/24/2020,EU_ECCN_0B002,1/1/2050,"a. Feed autoclaves, ovens or systems used for passing UF6 to the enrichment process;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B002.b             ,EU_ECCN_0B002B,EN,1/1/1980,11/24/2020,EU_ECCN_0B002,1/1/2050,"b. Desublimers or cold traps, used to remove UF6 from the enrichment process for subsequent transfer upon heating;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B002.c             ,EU_ECCN_0B002C,EN,1/1/1980,11/24/2020,EU_ECCN_0B002,1/1/2050,c. Product and tails stations for transferring UF6 into containers;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B002.d             ,EU_ECCN_0B002D,EN,1/1/1980,11/24/2020,EU_ECCN_0B002,1/1/2050,"d. Liquefaction or solidification stations used to remove UF6 from the enrichment process by compressing,cooling and converting UF6 to a liquid or solid form;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B002.e             ,EU_ECCN_0B002E,EN,1/1/1980,11/24/2020,EU_ECCN_0B002,1/1/2050,"e. Piping systems and header systems specially designed for handling UF6 within gaseous diffusion, centrifuge or aerodynamic cascades;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B002.f             ,EU_ECCN_0B002F,EN,1/1/1980,11/24/2020,EU_ECCN_0B002,1/1/2050,f. Vacuum systems and pumps as follows:,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B002.f.1           ,EU_ECCN_0B002F1,EN,1/1/1980,11/24/2020,EU_ECCN_0B002F,1/1/2050,"1. Vacuum manifolds, vacuum headers or vacuum pumps having a suction capacity of 5 m^3/minute or more;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B002.f.2           ,EU_ECCN_0B002F2,EN,1/1/1980,11/24/2020,EU_ECCN_0B002F,1/1/2050,"2. Vacuum pumps specially designed for use in UF6 bearing atmospheres made of, or protected by, &quot;materials resistant to corrosion by UF6&quot;; or",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B002.f.3           ,EU_ECCN_0B002F3,EN,1/1/1980,11/24/2020,EU_ECCN_0B002F,1/1/2050,"3. Vacuum systems consisting of vacuum manifolds, vacuum headers and vacuum pumps, and designed for service in UF6-bearing atmospheres;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B002.g             ,EU_ECCN_0B002G,EN,1/1/1980,11/24/2020,EU_ECCN_0B002,1/1/2050,"g. UF6 mass spectrometers/ion sources capable of taking on-line samples from UF6 gas streams and having all of the following: 1. Capable of measuring ions of 320 atomic mass units or greater and having a resolution of better than 1 part in 320; 2. Ion sources constructed of or protected by nickel, nickel-copper alloys with a nickel content of 60% or more by weight, or nickel-chrome alloys; 3. Electron bombardment ionisation sources; and 4. Having a collector system suitable for isotopic analysis.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B003               ,EU_ECCN_0B003,EN,1/1/1980,11/24/2020,EU_ECCN_0B,1/1/2050,"Plant for the conversion of uranium and equipment specially designed or prepared therefor, as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B003.a             ,EU_ECCN_0B003A,EN,1/1/1980,11/24/2020,EU_ECCN_0B003,1/1/2050,a. Systems for the conversion of uranium ore concentrates to UO3;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B003.b             ,EU_ECCN_0B003B,EN,1/1/1980,11/24/2020,EU_ECCN_0B003,1/1/2050,b. Systems for the conversion of UO3 to UF6;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B003.c             ,EU_ECCN_0B003C,EN,1/1/1980,11/24/2020,EU_ECCN_0B003,1/1/2050,c. Systems for the conversion of UO3 to UO2;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B003.d             ,EU_ECCN_0B003D,EN,1/1/1980,11/24/2020,EU_ECCN_0B003,1/1/2050,d. Systems for the conversion of UO2 to UF4;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B003.e             ,EU_ECCN_0B003E,EN,1/1/1980,11/24/2020,EU_ECCN_0B003,1/1/2050,e. Systems for the conversion of UF4 to UF6;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B003.f             ,EU_ECCN_0B003F,EN,1/1/1980,11/24/2020,EU_ECCN_0B003,1/1/2050,f. Systems for the conversion of UF4 to uranium metal;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B003.g             ,EU_ECCN_0B003G,EN,1/1/1980,11/24/2020,EU_ECCN_0B003,1/1/2050,g. Systems for the conversion of UF6 to UO2;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B003.h             ,EU_ECCN_0B003H,EN,1/1/1980,11/24/2020,EU_ECCN_0B003,1/1/2050,h. Systems for the conversion of UF6 to UF4;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B003.i             ,EU_ECCN_0B003I,EN,1/1/1980,11/24/2020,EU_ECCN_0B003,1/1/2050,i. Systems for the conversion of UO2 to UCl4.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004               ,EU_ECCN_0B004,EN,1/1/1980,11/24/2020,EU_ECCN_0B,1/1/2050,"Plant for the production or concentration of heavy water, deuterium and deuterium compounds and specially designed or prepared equipment and components therefor, as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.a             ,EU_ECCN_0B004A,EN,1/1/1980,11/24/2020,EU_ECCN_0B004,1/1/2050,"a. Plant for the production of heavy water, deuterium or deuterium compounds, as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.a.1           ,EU_ECCN_0B004A1,EN,1/1/1980,11/24/2020,EU_ECCN_0B004A,1/1/2050,1. Water-hydrogen sulphide exchange plants;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.a.2           ,EU_ECCN_0B004A2,EN,1/1/1980,11/24/2020,EU_ECCN_0B004A,1/1/2050,2. Ammonia-hydrogen exchange plants;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.b             ,EU_ECCN_0B004B,EN,1/1/1980,11/24/2020,EU_ECCN_0B004,1/1/2050,"b. Equipment and components, as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.b.1           ,EU_ECCN_0B004B1,EN,1/1/1980,11/24/2020,EU_ECCN_0B004B,1/1/2050,"1. Water-hydrogen sulphide exchange towers with diameters of 1,5 m or more, capable of operating at pressures greater than or equal to 2 MPa;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.b.2           ,EU_ECCN_0B004B2,EN,1/1/1980,11/24/2020,EU_ECCN_0B004B,1/1/2050,"2. Single stage, low head (i.e., 0,2 MPa) centrifugal blowers or compressors for hydrogen sulphide gas circulation (i.e., gas containing more than 70% by weight hydrogen sulphide, H2S) with a throughput capacity greater than or equal to 56 m^3/s when operating at pressures greater than or equal to 1,8 MPa suction and having seals designed for wet H2S service;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.b.3           ,EU_ECCN_0B004B3,EN,1/1/1980,11/24/2020,EU_ECCN_0B004B,1/1/2050,"3. Ammonia-hydrogen exchange towers greater than or equal to 35 m in height with diameters of 1,5 m to 2,5 m capable of operating at pressures greater than 15 MPa;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.b.4           ,EU_ECCN_0B004B4,EN,1/1/1980,11/24/2020,EU_ECCN_0B004B,1/1/2050,"4. Tower internals, including stage contactors, and stage pumps, including those which are submersible, for heavy water production utilizing the ammonia-hydrogen exchange process;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.b.5           ,EU_ECCN_0B004B5,EN,1/1/1980,11/24/2020,EU_ECCN_0B004B,1/1/2050,5. Ammonia crackers with operating pressures greater than or equal to 3 MPa for heavy water production utilizing the ammonia-hydrogen exchange process;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.b.6           ,EU_ECCN_0B004B6,EN,1/1/1980,11/24/2020,EU_ECCN_0B004B,1/1/2050,6. Infrared absorption analysers capable of on-line hydrogen/deuterium ratio analysis where deuterium concentrations are equal to or greater than 90 %;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.b.7           ,EU_ECCN_0B004B7,EN,1/1/1980,11/24/2020,EU_ECCN_0B004B,1/1/2050,7. Catalytic burners for the conversion of enriched deuterium gas into heavy water utilizing the ammonia-hydrogen exchange process;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.b.8           ,EU_ECCN_0B004B8,EN,1/1/1980,11/24/2020,EU_ECCN_0B004B,1/1/2050,"8. Complete heavy water upgrade systems, or columns therefor, for the upgrade of heavy water to reactor-grade deuterium concentration.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B004.b.9           ,EU_ECCN_0B004B9,EN,1/1/1980,11/24/2020,EU_ECCN_0B004B,1/1/2050,9. Ammonia synthesis converters or synthesis units specially designed or prepared for heavy water production utilizing the ammonia-hydrogen exchange process.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B005               ,EU_ECCN_0B005,EN,1/1/1980,11/24/2020,EU_ECCN_0B,1/1/2050,Plant specially designed for the fabrication of &quot;nuclear reactor&quot; fuel elements and specially designed or prepared equipment therefor.,EU,,Technical Note: Specially designed or prepared equipment for the fabrication of &quot;nuclear reactor&quot; fuel elements includes equipment which: 1. Normally comes into direct contact with or directly processes or controls the production flow of nuclear materials; 2. Seals the nuclear materials within the cladding; 3. Checks the integrity of the cladding or the seal; 4. Checks the finish treatment of the sealed fuel; or 5. Is used for assembling reactor elements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B006               ,EU_ECCN_0B006,EN,1/1/1980,11/24/2020,EU_ECCN_0B,1/1/2050,"Plant for the reprocessing of irradiated &quot;nuclear reactor&quot; fuel elements, and specially designed or prepared equipment and components therefor",EU,,"Note: 0B006 includes: a. Plant for the reprocessing of irradiated &quot;nuclear reactor&quot; fuel elements including equipment and components which normally come into direct contact with and directly control the irradiated fuel and the major nuclear material and fission product processing streams; b. Fuel element decladding equipment and chopping or shredding machines, i.e., remotely operated equipment to cut, chop or shear irradiated &quot;nuclear reactor&quot; fuel assemblies, bundles or rods; c. Dissolver vessels or dissolvers employing mechanical devices specially designed or prepared for the dissolution of irradiated &quot;nuclear reactor&quot; fuel, which are capable of withstanding hot, highly corrosive liquids, and which can be remotely loaded, operated and maintained; d. Solvent extractors, such as packed or pulsed columns, mixer settlers or centrifugal contractors, resistant to the corrosive effects of nitric acid and specially designed or prepared for use in a plant for the reprocessing of irradiated &quot;natural uranium&quot;, &quot;depleted uranium&quot; or &quot;special fissile materials&quot;; e. Holding or storage vessels specially designed to be critically safe and resistant to the corrosive effects of nitric acid; Technical Note: Holding or storage vessels may have the following features: 1. Walls or internal structures with a boron equivalent (calculated for all constituent elements as defined in the note to 0C004) of at least two per cent; 2. A maximum diameter of 175 mm for cylindrical vessels; or 3. A maximum width of 75 mm for either a slab or annular vessel. f. Neutron measurement systems specially designed or prepared for integration and use with automated process control systems in a plant for the reprocessing of irradiated &quot;natural uranium&quot;, &quot;depleted uranium&quot; or &quot;special fissile materials&quot;.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B007               ,EU_ECCN_0B007,EN,1/1/1980,11/24/2020,EU_ECCN_0B,1/1/2050,"Plant for the conversion of plutonium and equipment specially designed or prepared therefor, as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B007.a             ,EU_ECCN_0B007A,EN,1/1/1980,11/24/2020,EU_ECCN_0B007,1/1/2050,a. Systems for the conversion of plutonium nitrate to oxide;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0B007.b             ,EU_ECCN_0B007B,EN,1/1/1980,11/24/2020,EU_ECCN_0B007,1/1/2050,b. Systems for plutonium metal production.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0C                  ,EU_ECCN_0C,EN,1/1/1980,11/24/2020,EU_ECCN_0,1/1/2050,Materials,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0C001               ,EU_ECCN_0C001,EN,1/1/1980,11/24/2020,EU_ECCN_0C,1/1/2050,"?Natural uranium? or ?depleted uranium? or thorium in the form of metal, alloy, chemical compound or concentrate and any other material containing one or more of the foregoing; ",EU,,"Note: 0C001 does not control the following: a. Four grammes or less of &quot;natural uranium&quot; or &quot;depleted uranium&quot; when contained in a sensing component in instruments; b. &quot;Depleted uranium&quot; specially fabricated for the following civil non-nuclear applications: 1. Shielding; 2. Packaging; 3. Ballasts having a mass not greater than 100 kg; 4. Counter-weights having a mass not greater than 100 kg; c. Alloys containing less than 5 % thorium; d. Ceramic products containing thorium, which have been manufactured for non-nuclear use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
